calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
0 0.000000 0.000000 0.000000 0.000000 16.000000 0.000000 0.000000 16.000000 0.000000 0.001218 0.000000 0.000000 0.000000 0.000000 
1 0.200000 6.003933 0.000000 0.000000 18.311250 0.000000 0.000000 16.043922 0.007316 0.001955 6.003933 0.000000 0.000000 0.000000 
1 0.400000 6.003933 0.000000 0.000000 20.622500 0.000000 0.000000 16.043922 0.007316 0.002692 0.000000 0.000000 0.000000 0.000000 
1 0.600000 15.009832 0.000000 0.000000 22.933750 0.000000 0.000000 16.394067 0.031564 0.003429 9.005899 0.000000 0.000000 0.000000 
1 0.800000 25.516714 0.000000 0.026803 25.243612 0.042889 -0.000966 17.437088 0.067584 0.004166 10.506882 0.026803 0.000000 0.000000 
1 1.000000 36.019822 0.281585 0.000000 27.554862 0.032742 -0.000966 19.317242 0.111361 0.004903 10.506882 -0.026803 0.000000 0.000000 
2 1.000000 36.019822 0.281585 0.000000 27.554862 0.032742 -0.000966 19.317242 0.111361 0.004903 0.000000 0.000000 80.000000 0.000000 
3 1.000000 33.295893 0.169548 -0.001860 15.085071 0.035421 -0.000608 8.617284 -0.072742 0.001736 0.000000 0.000000 0.000000 0.000000 
1 1.200000 45.303738 0.147216 -0.001860 17.396286 0.022659 -0.000570 7.120638 -0.051898 0.002473 12.007865 0.000000 0.000000 0.000000 
1 1.400000 57.311582 0.124885 -0.001860 19.707504 0.011026 -0.000514 6.230835 -0.022204 0.003210 12.007865 0.000000 0.000000 0.000000 
1 1.600000 69.319427 0.102554 -0.001860 22.018725 0.000917 -0.000443 6.160410 0.016339 0.003947 12.007865 0.000000 0.000000 0.000000 
1 1.800000 78.325310 0.085806 -0.001860 24.329953 -0.006499 -0.000377 6.774824 0.051884 0.004684 9.005899 0.000000 0.000000 0.000000 
1 2.000000 90.333155 0.063475 -0.001860 26.641181 -0.012905 -0.000272 8.696215 0.108127 0.005421 12.007865 0.000000 0.000000 0.000000 
2 2.000000 90.333155 0.063475 -0.001860 26.641181 -0.012905 -0.000272 8.696215 0.108127 0.005421 0.000000 0.000000 80.000000 5.000000 
3 2.000000 87.961003 -1.237092 -0.041659 14.806939 -0.006976 -0.000205 4.260428 -0.027538 0.001272 0.000000 0.000000 0.000000 0.000000 
1 2.200000 99.958450 -1.737186 -0.041659 17.114293 -0.111748 0.000431 3.786722 -0.012280 0.002009 12.007865 0.000000 0.000000 0.000000 
1 2.400000 110.456216 -2.174768 -0.014856 19.425217 -0.140171 0.000745 3.750901 0.008822 0.002746 10.506882 0.026803 0.000000 0.000000 
1 2.600000 119.461121 -2.308554 -0.014856 21.736205 -0.163308 0.001112 4.132945 0.033547 0.003483 9.005899 0.000000 0.000000 0.000000 
1 2.800000 125.464392 -2.397745 0.092357 24.027633 0.025485 -0.000816 4.678191 0.054368 0.004220 6.003933 0.107213 0.000000 0.000000 
1 3.000000 129.948150 -1.982457 0.172767 26.274372 0.356697 -0.004083 5.311870 0.073086 0.004957 4.502949 0.080410 0.000000 0.000000 
1 3.200000 135.862701 -0.950328 0.279980 28.436322 0.778241 -0.012307 6.496831 0.101687 0.005694 6.003933 0.107213 0.000000 0.000000 
2 3.200000 135.862701 -0.950328 0.279980 28.436322 0.778241 -0.012307 6.496831 0.101687 0.005694 0.000000 0.000000 80.000000 -25.000000 
3 3.200000 135.909450 -0.368783 0.302329 14.798710 1.070838 0.020066 3.437203 -0.016728 0.001078 0.000000 0.000000 0.000000 0.000000 
1 3.400000 145.939799 2.759582 0.329132 16.744644 1.997700 0.016404 3.452607 -0.006008 0.001815 10.506882 0.026803 0.000000 0.000000 
2 3.400000 145.939799 2.759582 0.329132 16.744644 1.997700 0.016404 3.452607 -0.006008 0.001815 0.000000 0.000000 80.000000 -30.000000 
3 3.400000 141.848995 2.585707 0.338522 10.792003 1.389413 0.013263 3.060072 -0.021955 0.001074 0.000000 0.000000 0.000000 0.000000 
1 3.600000 153.175374 6.573434 0.338522 12.759664 2.302642 0.008978 2.955470 -0.009785 0.001811 12.007865 -0.000000 0.000000 0.000000 
2 3.600000 153.175374 6.573434 0.338522 12.759664 2.302642 0.008978 2.955470 -0.009785 0.001811 0.000000 0.000000 80.000000 25.000000 
3 3.600000 152.963269 6.388400 0.329064 9.397778 1.423660 0.020875 2.595760 -0.016908 0.000963 0.000000 0.000000 0.000000 0.000000 
1 3.800000 164.326857 10.268826 0.329064 11.320155 2.390843 0.017138 2.577218 -0.005964 0.001700 12.007865 0.000000 0.000000 0.000000 
1 4.000000 174.269996 13.664199 0.355867 13.248165 3.274959 0.010914 2.905203 0.010780 0.002437 10.506882 0.026803 0.000000 0.000000 
1 4.200000 178.490812 15.233040 0.436277 15.113998 4.165242 0.006277 3.446492 0.020727 0.003174 4.502949 0.080410 0.000000 0.000000 
1 4.400000 182.571976 17.135842 0.516687 16.848996 5.108785 -0.000784 4.221473 0.033154 0.003911 4.502949 0.080410 0.000000 0.000000 
1 4.600000 190.402253 21.584773 0.570293 18.586668 5.847813 -0.019800 5.622543 0.062803 0.004648 9.005899 0.053607 0.000000 0.000000 
1 4.800000 199.246345 27.257216 0.597096 20.563436 6.140823 -0.047259 7.795464 0.103190 0.005385 10.506882 0.026803 0.000000 0.000000 
2 4.800000 199.246345 27.257216 0.597096 20.563436 6.140823 -0.047259 7.795464 0.103190 0.005385 0.000000 0.000000 80.000000 -20.000000 
3 4.800000 198.537414 27.000538 0.598193 11.401501 4.215627 0.015740 4.137866 0.002325 0.000950 0.000000 0.000000 0.000000 0.000000 
1 5.000000 208.460168 33.762769 0.598193 12.810317 5.367933 0.009318 5.010500 0.011749 0.001687 12.007865 -0.000000 0.000000 0.000000 
1 5.200000 218.382922 40.525001 0.598193 14.339692 6.343332 -0.002088 6.142723 0.028486 0.002424 12.007865 0.000000 0.000000 0.000000 
1 5.400000 227.065332 46.441954 0.624996 15.976991 7.120132 -0.016988 7.595354 0.049138 0.003161 10.506882 0.026803 0.000000 0.000000 
2 5.400000 227.065332 46.441954 0.624996 15.976991 7.120132 -0.016988 7.595354 0.049138 0.003161 0.000000 0.000000 80.000000 25.000000 
3 5.400000 225.929551 45.398032 0.613693 10.150960 4.659152 0.021069 4.763960 0.005747 0.000939 0.000000 0.000000 0.000000 0.000000 
1 5.600000 229.610834 47.991237 0.694103 11.402833 5.842573 0.018365 5.760776 0.008996 0.001676 4.502949 0.080410 0.000000 0.000000 
1 5.800000 234.225625 51.831928 0.801316 12.394444 7.005347 0.011139 7.057582 0.015996 0.002413 6.003933 0.107213 0.000000 0.000000 
1 6.000000 242.580245 60.456843 0.801316 13.500623 7.941633 -0.009670 8.685667 0.036152 0.003150 12.007865 -0.000000 0.000000 0.000000 
1 6.200000 249.890537 68.003643 0.828119 14.896016 8.571291 -0.034049 10.612684 0.058532 0.003887 10.506882 0.026803 0.000000 0.000000 
1 6.400000 258.011008 76.849364 0.828119 16.859515 8.649264 -0.068429 13.073839 0.090094 0.004624 12.007865 0.000000 0.000000 0.000000 
2 6.400000 258.011008 76.849364 0.828119 16.859515 8.649264 -0.068429 13.073839 0.090094 0.004624 0.000000 0.000000 80.000000 -30.000000 
3 6.400000 256.059990 74.909996 0.816344 8.836007 5.546288 0.006192 7.195456 0.000811 0.000946 0.000000 0.000000 0.000000 0.000000 
1 6.600000 263.256049 82.565798 0.789540 9.942335 6.689406 -0.000867 8.424455 0.007812 0.001683 10.506882 -0.026803 0.000000 0.000000 
1 6.800000 270.654700 90.025995 0.816344 11.138422 7.684034 -0.013754 9.851157 0.019925 0.002420 10.506882 0.026803 0.000000 0.000000 
1 7.000000 273.738725 93.307053 0.896753 12.165536 8.678430 -0.022269 11.393148 0.026727 0.003157 4.502949 0.080410 0.000000 0.000000 
1 7.200000 277.486079 97.997954 1.003966 13.138512 9.466667 -0.038261 13.243150 0.036906 0.003894 6.003933 0.107213 0.000000 0.000000 
2 7.200000 277.486079 97.997954 1.003966 13.138512 9.466667 -0.038261 13.243150 0.036906 0.003894 0.000000 0.000000 80.000000 -10.000000 
3 7.200000 278.426069 99.479477 1.020425 7.507910 5.492158 0.021600 8.207805 0.007054 0.000926 0.000000 0.000000 0.000000 0.000000 
1 7.400000 281.566149 104.596811 1.127638 7.725802 6.391890 0.016576 10.136556 0.009439 0.001663 6.003933 0.107213 0.000000 0.000000 
2 7.400000 281.566149 104.596811 1.127638 7.725802 6.391890 0.016576 10.136556 0.009439 0.001663 0.000000 0.000000 80.000000 -15.000000 
3 7.400000 281.117108 103.559428 1.106529 5.462621 3.968448 0.025697 7.140429 0.002689 0.000946 0.000000 0.000000 0.000000 0.000000 
1 7.600000 285.149658 111.612052 1.160136 5.471120 4.856513 0.017884 9.114896 0.006091 0.001683 9.005899 0.053607 0.000000 0.000000 
1 7.800000 289.943379 122.621551 1.160136 5.649723 5.632315 -0.000649 11.154876 0.014160 0.002420 12.007865 -0.000000 0.000000 0.000000 
1 8.000000 294.137884 132.254863 1.186939 6.216231 6.201601 -0.024228 13.290884 0.023684 0.003157 10.506882 0.026803 0.000000 0.000000 
1 8.200000 298.072710 141.997128 1.160136 7.344373 6.590216 -0.054643 15.488017 0.036927 0.003894 10.506882 -0.026803 0.000000 0.000000 
2 8.200000 298.072710 141.997128 1.160136 7.344373 6.590216 -0.054643 15.488017 0.036927 0.003894 0.000000 0.000000 80.000000 -5.000000 
3 8.200000 297.645093 143.864112 1.214544 4.346647 4.292957 0.010388 9.855200 0.007131 0.000846 0.000000 0.000000 0.000000 0.000000 
1 8.400000 300.262541 150.897797 1.294954 4.412185 4.855895 0.004278 12.027692 0.008861 0.001583 7.504916 0.080410 0.000000 0.000000 
2 8.400000 300.262541 150.897797 1.294954 4.412185 4.855895 0.004278 12.027692 0.008861 0.001583 0.000000 0.000000 80.000000 -10.000000 
3 8.400000 299.567839 149.418596 1.293155 3.336467 3.157409 0.016651 8.470523 0.005983 0.000867 0.000000 0.000000 0.000000 0.000000 
1 8.600000 301.213444 155.192606 1.400368 3.236255 3.520058 0.011522 10.728372 0.006866 0.001604 6.003933 0.107213 0.000000 0.000000 
1 8.800000 301.977163 159.630318 1.480778 3.183848 3.697952 0.004329 13.026765 0.007515 0.002341 4.502949 0.080410 0.000000 0.000000 
1 9.000000 302.516896 165.609941 1.587991 3.216915 3.614108 -0.009724 15.335805 0.007273 0.003078 6.003933 0.107213 0.000000 0.000000 
1 9.200000 302.413665 171.612986 1.695204 3.477601 3.307102 -0.028060 17.602338 0.004980 0.003815 6.003933 0.107213 0.000000 0.000000 
1 9.400000 301.668653 177.570516 1.748811 4.014894 2.928672 -0.050603 19.834839 0.000925 0.004552 6.003933 0.053607 0.000000 0.000000 
1 9.600000 300.073926 186.434097 1.802417 5.373522 2.591275 -0.090502 22.039928 -0.008486 0.005289 9.005899 0.053607 0.000000 0.000000 
1 9.800000 298.006572 195.199498 1.856024 7.515748 2.385713 -0.136209 24.245160 -0.021888 0.006026 9.005899 0.053607 0.000000 0.000000 
2 9.800000 298.006572 195.199498 1.856024 7.515748 2.385713 -0.136209 24.245160 -0.021888 0.006026 0.000000 0.000000 80.000000 0.000000 
3 9.800000 298.038586 196.464139 1.856272 3.045065 0.252288 0.012657 13.996225 0.039441 0.001059 0.000000 0.000000 0.000000 0.000000 
1 10.000000 295.502398 205.105549 1.909879 3.162144 -0.818668 0.003665 15.824969 0.036270 0.001796 9.005899 0.053607 0.000000 0.000000 
2 10.000000 295.502398 205.105549 1.909879 3.162144 -0.818668 0.003665 15.824969 0.036270 0.001796 0.000000 0.000000 80.000000 -5.000000 
3 10.000000 295.645962 202.722543 1.909860 2.785957 -0.460388 0.019644 10.832557 0.033640 0.001083 0.000000 0.000000 0.000000 0.000000 
1 10.200000 293.649028 208.384651 1.963467 2.939774 -1.495419 0.013637 12.656526 0.031152 0.001820 6.003933 0.053607 0.000000 0.000000 
1 10.400000 290.777221 215.318372 2.043876 3.318603 -2.646003 0.001479 14.296200 0.024928 0.002557 7.504916 0.080410 0.000000 0.000000 
2 10.400000 290.777221 215.318372 2.043876 3.318603 -2.646003 0.001479 14.296200 0.024928 0.002557 0.000000 0.000000 80.000000 35.000000 
3 10.400000 290.201125 216.754928 2.048732 2.810236 -1.590412 0.012464 10.841560 0.042015 0.001059 0.000000 0.000000 0.000000 0.000000 
1 10.600000 286.749259 223.418890 2.129142 3.343174 -2.919107 0.005723 12.186748 0.037804 0.001796 7.504916 0.080410 0.000000 0.000000 
2 10.600000 286.749259 223.418890 2.129142 3.343174 -2.919107 0.005723 12.186748 0.037804 0.001796 0.000000 0.000000 80.000000 30.000000 
3 10.600000 286.887068 223.211740 2.124690 2.836104 -1.879096 0.010951 9.634610 0.043902 0.001067 0.000000 0.000000 0.000000 0.000000 
1 10.800000 282.149939 230.871101 2.178297 3.485559 -3.302725 0.003062 10.769594 0.038418 0.001804 9.005899 0.053607 0.000000 0.000000 
2 10.800000 282.149939 230.871101 2.178297 3.485559 -3.302725 0.003062 10.769594 0.038418 0.001804 0.000000 0.000000 80.000000 25.000000 
3 10.800000 283.020940 229.055876 2.183370 2.904289 -2.260466 0.007864 8.639154 0.042470 0.001151 0.000000 0.000000 0.000000 0.000000 
1 11.000000 277.842776 236.424242 2.236976 3.733327 -3.682498 -0.000287 9.630646 0.036062 0.001888 9.005899 0.053607 0.000000 0.000000 
1 11.200000 274.132423 241.144464 2.290583 4.778824 -4.956117 -0.008812 10.681598 0.028588 0.002625 6.003933 0.053607 0.000000 0.000000 
1 11.400000 268.195517 247.916418 2.344189 6.129303 -6.133760 -0.025730 11.609165 0.012072 0.003362 9.005899 0.053607 0.000000 0.000000 
1 11.600000 264.001368 252.212500 2.397796 7.645731 -7.160385 -0.039399 12.627713 -0.002784 0.004099 6.003933 0.053607 0.000000 0.000000 
2 11.600000 264.001368 252.212500 2.397796 7.645731 -7.160385 -0.039399 12.627713 -0.002784 0.004099 0.000000 0.000000 80.000000 -25.000000 
3 11.600000 263.033170 254.005880 2.384135 5.181751 -4.469655 -0.000164 8.064083 0.018575 0.000938 0.000000 0.000000 0.000000 0.000000 
1 11.800000 257.580210 259.162332 2.464545 6.608135 -5.658820 -0.004576 8.786034 0.013086 0.001675 7.504916 0.080410 0.000000 0.000000 
2 11.800000 257.580210 259.162332 2.464545 6.608135 -5.658820 -0.004576 8.786034 0.013086 0.001675 0.000000 0.000000 80.000000 -30.000000 
3 11.800000 258.702744 258.028969 2.447789 4.998491 -3.733539 0.005093 6.171286 0.016444 0.000903 0.000000 0.000000 0.000000 0.000000 
1 12.000000 252.932822 262.828110 2.528198 6.516716 -4.899804 0.001191 6.769360 0.010900 0.001640 7.504916 0.080410 0.000000 0.000000 
2 12.000000 252.932822 262.828110 2.528198 6.516716 -4.899804 0.001191 6.769360 0.010900 0.001640 0.000000 0.000000 80.000000 35.000000 
3 12.000000 252.900029 262.393789 2.563357 5.051605 -3.628811 -0.005032 5.540192 0.025953 0.000877 0.000000 0.000000 0.000000 0.000000 
1 12.200000 245.358234 267.315937 2.616964 6.846235 -4.677796 -0.008991 5.768785 0.019114 0.001614 9.005899 0.053607 0.000000 0.000000 
2 12.200000 245.358234 267.315937 2.616964 6.846235 -4.677796 -0.008991 5.768785 0.019114 0.001614 0.000000 0.000000 80.000000 35.000000 
3 12.200000 246.630414 266.463472 2.610100 5.387455 -3.584409 -0.010784 4.854672 0.028346 0.000954 0.000000 0.000000 0.000000 0.000000 
1 12.400000 240.160790 270.267118 2.690510 7.340246 -4.490006 -0.013907 4.954540 0.021900 0.001691 7.504916 0.080410 0.000000 0.000000 
1 12.600000 233.406549 273.538814 2.717313 9.361888 -5.293908 -0.019132 5.125783 0.010331 0.002428 7.504916 0.026803 0.000000 0.000000 
1 12.800000 225.199154 277.246222 2.770920 11.520533 -5.880878 -0.027055 5.426744 -0.010054 0.003165 9.005899 0.053607 0.000000 0.000000 
2 12.800000 225.199154 277.246222 2.770920 11.520533 -5.880878 -0.027055 5.426744 -0.010054 0.003165 0.000000 0.000000 80.000000 -20.000000 
3 12.800000 226.248345 277.593667 2.706901 7.899836 -3.845400 -0.006139 3.746200 0.011346 0.000994 0.000000 0.000000 0.000000 0.000000 
1 13.000000 219.441386 280.754217 2.787311 9.971631 -4.565525 -0.008728 3.913888 0.004348 0.001731 7.504916 0.080410 0.000000 0.000000 
2 13.000000 219.441386 280.754217 2.787311 9.971631 -4.565525 -0.008728 3.913888 0.004348 0.001731 0.000000 0.000000 80.000000 -25.000000 
3 13.000000 222.162847 279.512740 2.762080 7.300841 -3.115437 -0.000320 2.971189 0.010750 0.000931 0.000000 0.000000 0.000000 0.000000 
1 13.200000 213.797762 282.849140 2.815686 9.384755 -3.821839 -0.003004 3.092440 0.002808 0.001668 9.005899 0.053607 0.000000 0.000000 
1 13.400000 206.687898 285.251972 2.896096 11.575992 -4.327826 -0.006046 3.276469 -0.009334 0.002405 7.504916 0.080410 0.000000 0.000000 
1 13.600000 199.408004 287.075953 2.922899 13.804517 -4.729141 -0.009962 3.651094 -0.026952 0.003142 7.504916 0.026803 0.000000 0.000000 
2 13.600000 199.408004 287.075953 2.922899 13.804517 -4.729141 -0.009962 3.651094 -0.026952 0.003142 0.000000 0.000000 80.000000 35.000000 
3 13.600000 198.302789 287.918749 2.892560 9.749423 -3.227720 -0.018483 2.549706 0.011450 0.000846 0.000000 0.000000 0.000000 0.000000 
1 13.800000 191.029389 289.768459 2.972970 12.043479 -3.479888 -0.019550 2.491715 0.005187 0.001583 7.504916 0.080410 0.000000 0.000000 
2 13.800000 191.029389 289.768459 2.972970 12.043479 -3.479888 -0.019550 2.491715 0.005187 0.001583 0.000000 0.000000 80.000000 -25.000000 
3 13.800000 189.203067 290.439885 2.971835 8.547529 -2.357969 -0.007231 2.024956 0.010702 0.000700 0.000000 0.000000 0.000000 0.000000 
2 13.800000 189.203067 290.439885 2.971835 8.547529 -2.357969 -0.007231 2.024956 0.010702 0.000700 0.000000 0.000000 80.000000 30.000000 
3 13.800000 190.124832 290.277538 2.967463 6.802410 -1.880598 -0.009436 1.854620 0.013756 0.000546 0.000000 0.000000 0.000000 0.000000 
1 14.000000 181.255124 291.837822 3.021069 9.101324 -2.081710 -0.010028 1.685702 0.008874 0.001283 9.005899 0.053607 0.000000 0.000000 
2 14.000000 181.255124 291.837822 3.021069 9.101324 -2.081710 -0.010028 1.685702 0.008874 0.001283 0.000000 0.000000 80.000000 -30.000000 
3 14.000000 182.301567 291.520347 3.021077 7.010089 -1.497774 -0.003514 1.492040 0.011012 0.000751 0.000000 0.000000 0.000000 0.000000 
1 14.200000 174.851087 292.422620 3.047880 9.306407 -1.690637 -0.004041 1.389673 0.005397 0.001488 7.504916 0.026803 0.000000 0.000000 
1 14.400000 167.379101 293.124895 3.128290 11.618070 -1.690475 -0.004190 1.392897 -0.005772 0.002225 7.504916 0.080410 0.000000 0.000000 
1 14.600000 159.874849 293.224728 3.208700 13.915273 -1.515755 -0.003070 1.614517 -0.022436 0.002962 7.504916 0.080410 0.000000 0.000000 
1 14.800000 150.889221 292.620822 3.262306 16.189833 -1.265066 0.000143 2.285998 -0.048922 0.003699 9.005899 0.053607 0.000000 0.000000 
1 15.000000 140.458798 291.355576 3.289110 18.460414 -1.065451 0.005856 3.752364 -0.087369 0.004436 10.506882 0.026803 0.000000 0.000000 
1 15.200000 128.581349 289.590630 3.289110 20.756223 -1.046182 0.013686 6.503599 -0.140062 0.005173 12.007865 0.000000 0.000000 0.000000 
1 15.400000 116.703900 287.825684 3.289110 23.081966 -1.228365 0.022817 10.610536 -0.201510 0.005910 12.007865 0.000000 0.000000 0.000000 
1 15.600000 112.249857 287.163830 3.369519 25.327760 -1.051122 0.028830 12.610107 -0.227436 0.006647 4.502949 0.080410 0.000000 0.000000 
1 15.800000 106.401204 285.807191 3.476732 27.528772 -1.020253 0.041957 15.652906 -0.265126 0.007384 6.003933 0.107213 0.000000 0.000000 
1 16.000000 102.148779 284.326166 3.557142 29.640305 -0.876726 0.055381 18.339389 -0.295548 0.008121 4.502949 0.080410 0.000000 0.000000 
1 16.200000 96.655814 281.902421 3.664355 31.780413 -1.177573 0.079726 22.210230 -0.337797 0.008858 6.003933 0.107213 0.000000 0.000000 
1 16.400000 87.552198 276.656589 3.691159 34.602970 -3.151828 0.128340 29.605059 -0.417166 0.009595 10.506882 0.026803 0.000000 0.000000 
1 16.600000 78.592440 271.168664 3.717962 38.012153 -6.099093 0.183285 38.386211 -0.501697 0.010332 10.506882 0.026803 0.000000 0.000000 
1 16.800000 68.524483 264.624578 3.717962 42.478299 -10.852208 0.250902 50.222142 -0.605724 0.011069 12.007865 0.000000 0.000000 0.000000 
1 17.000000 60.973516 259.716513 3.717962 46.832628 -15.073832 0.305231 60.687359 -0.689310 0.011806 9.005899 -0.000000 0.000000 0.000000 
2 17.000000 60.973516 259.716513 3.717962 46.832628 -15.073832 0.305231 60.687359 -0.689310 0.011806 0.000000 0.000000 80.000000 5.000000 
3 17.000000 63.120422 263.537250 3.680021 16.513803 3.541112 -0.053254 8.953857 0.027455 0.001448 0.000000 0.000000 0.000000 0.000000 
1 17.200000 52.811482 257.379769 3.680021 17.616368 5.184773 -0.044341 9.149363 0.012533 0.002185 12.007865 0.000000 0.000000 0.000000 
1 17.400000 42.502542 251.222287 3.680021 18.856638 6.597885 -0.030890 9.730858 -0.009987 0.002922 12.007865 0.000000 0.000000 0.000000 
1 17.600000 33.482220 245.834490 3.706824 20.249687 7.715274 -0.014449 10.801124 -0.035908 0.003659 10.506882 0.026803 0.000000 0.000000 
1 17.800000 27.144584 241.814771 3.733628 21.784310 8.629726 0.000873 12.110034 -0.058692 0.004396 7.504916 0.026803 0.000000 0.000000 
2 17.800000 27.144584 241.814771 3.733628 21.784310 8.629726 0.000873 12.110034 -0.058692 0.004396 0.000000 0.000000 80.000000 -30.000000 
3 17.800000 27.446820 241.424060 3.751021 11.960705 4.515960 -0.016572 7.421812 0.030640 0.001215 0.000000 0.000000 0.000000 0.000000 
1 18.000000 21.292974 237.128255 3.831431 13.205272 5.859219 -0.010767 8.043896 0.023605 0.001952 7.504916 0.080410 0.000000 0.000000 
2 18.000000 21.292974 237.128255 3.831431 13.205272 5.859219 -0.010767 8.043896 0.023605 0.001952 0.000000 0.000000 80.000000 -30.000000 
3 18.000000 23.123298 238.987124 3.790376 8.556424 3.542565 -0.015228 6.545201 0.036948 0.001244 0.000000 0.000000 0.000000 0.000000 
1 18.200000 15.947223 233.545601 3.843983 9.767944 4.952185 -0.007989 7.060678 0.028395 0.001981 9.005899 0.053607 0.000000 0.000000 
1 18.400000 7.927318 226.757694 3.870786 11.038446 6.253211 0.005881 7.763352 0.012871 0.002718 10.506882 0.026803 0.000000 0.000000 
1 18.600000 -1.027092 218.757233 3.870786 12.591791 7.257123 0.027628 8.776792 -0.011469 0.003455 12.007865 0.000000 0.000000 0.000000 
2 18.600000 -1.027092 218.757233 3.870786 12.591791 7.257123 0.027628 8.776792 -0.011469 0.003455 0.000000 0.000000 80.000000 5.000000 
3 18.600000 -0.065720 219.716184 3.863753 8.117058 4.529001 -0.013814 6.035657 0.009338 0.001102 0.000000 0.000000 0.000000 0.000000 
1 18.800000 -7.949868 212.771057 3.836950 9.343633 5.780392 -0.006395 6.905351 0.000448 0.001839 10.506882 -0.026803 0.000000 0.000000 
1 19.000000 -17.169806 205.078101 3.836950 10.716682 6.849296 0.007752 8.002071 -0.016508 0.002576 12.007865 0.000000 0.000000 0.000000 
1 19.200000 -26.389744 197.385145 3.836950 12.351024 7.605042 0.027570 9.474109 -0.040260 0.003313 12.007865 0.000000 0.000000 0.000000 
1 19.400000 -33.304697 191.615428 3.836950 14.142066 8.186866 0.046685 11.137955 -0.063169 0.004050 9.005899 -0.000000 0.000000 0.000000 
2 19.400000 -33.304697 191.615428 3.836950 14.142066 8.186866 0.046685 11.137955 -0.063169 0.004050 0.000000 0.000000 80.000000 -30.000000 
3 19.400000 -31.844710 192.449084 3.845137 8.511419 5.333022 0.004299 6.559707 0.009078 0.000926 0.000000 0.000000 0.000000 0.000000 
1 19.600000 -41.001357 184.680902 3.845137 9.978038 6.438500 0.011490 7.438372 0.000601 0.001663 12.007865 0.000000 0.000000 0.000000 
1 19.800000 -50.158003 176.912720 3.845137 11.600863 7.359850 0.024407 8.534073 -0.014625 0.002400 12.007865 0.000000 0.000000 0.000000 
1 20.000000 -58.170069 170.115562 3.871940 13.343537 8.083268 0.041229 9.938677 -0.033408 0.003137 10.506882 0.026803 0.000000 0.000000 
2 20.000000 -58.170069 170.115562 3.871940 13.343537 8.083268 0.041229 9.938677 -0.033408 0.003137 0.000000 0.000000 80.000000 10.000000 
3 20.000000 -57.781155 170.396022 3.873644 8.131929 5.168956 -0.006994 6.290667 0.000335 0.000865 0.000000 0.000000 0.000000 0.000000 
1 20.200000 -66.712661 162.370000 3.873644 9.354042 6.321195 -0.000055 7.386202 -0.007386 0.001602 12.007865 0.000000 0.000000 0.000000 
1 20.400000 -75.644166 154.343978 3.873644 10.735011 7.296655 0.012799 8.678458 -0.021690 0.002339 12.007865 0.000000 0.000000 0.000000 
1 20.600000 -83.459234 147.321208 3.846841 12.357907 8.059915 0.028726 10.146376 -0.040400 0.003076 10.506882 -0.026803 0.000000 0.000000 
2 20.600000 -83.459234 147.321208 3.846841 12.357907 8.059915 0.028726 10.146376 -0.040400 0.003076 0.000000 0.000000 80.000000 -25.000000 
3 20.600000 -85.117095 145.785948 3.853152 7.813042 5.182061 0.002008 6.349126 0.008002 0.000758 0.000000 0.000000 0.000000 0.000000 
1 20.800000 -93.074426 138.924792 3.879955 9.143524 6.331913 0.007368 7.317606 0.002112 0.001495 10.506882 0.026803 0.000000 0.000000 
2 20.800000 -93.074426 138.924792 3.879955 9.143524 6.331913 0.007368 7.317606 0.002112 0.001495 0.000000 0.000000 80.000000 -25.000000 
3 20.800000 -91.670837 140.415904 3.864810 6.397707 4.283834 -0.000135 5.426280 0.012056 0.000810 0.000000 0.000000 0.000000 0.000000 
1 21.000000 -100.672898 132.469098 3.864810 7.745707 5.469579 0.006305 6.287186 0.004760 0.001547 12.007865 -0.000000 0.000000 0.000000 
1 21.200000 -109.674959 124.522292 3.864810 9.242614 6.486643 0.018603 7.339171 -0.009171 0.002284 12.007865 0.000000 0.000000 0.000000 
1 21.400000 -114.175990 120.548889 3.918417 10.615115 7.482682 0.028218 8.595391 -0.018952 0.003021 6.003933 0.053607 0.000000 0.000000 
2 21.400000 -114.175990 120.548889 3.918417 10.615115 7.482682 0.028218 8.595391 -0.018952 0.003021 0.000000 0.000000 80.000000 15.000000 
3 21.400000 -115.074772 120.421752 3.888145 6.939324 4.921063 -0.007324 5.825413 -0.001147 0.000837 0.000000 0.000000 0.000000 0.000000 
1 21.600000 -118.380094 117.363746 3.968554 7.959650 6.082771 -0.004550 7.091767 -0.003700 0.001574 4.502949 0.080410 0.000000 0.000000 
2 21.600000 -118.380094 117.363746 3.968554 7.959650 6.082771 -0.004550 7.091767 -0.003700 0.001574 0.000000 0.000000 80.000000 10.000000 
3 21.600000 -117.969744 117.969721 3.955262 5.837704 4.182534 -0.012800 5.201723 0.000670 0.000808 0.000000 0.000000 0.000000 0.000000 
1 21.800000 -122.093462 113.605990 4.062475 6.580113 5.331662 -0.008936 6.672467 -0.002266 0.001545 6.003933 0.107213 0.000000 0.000000 
2 21.800000 -122.093462 113.605990 4.062475 6.580113 5.331662 -0.008936 6.672467 -0.002266 0.001545 0.000000 0.000000 80.000000 0.000000 
3 21.800000 -120.670525 114.992819 4.068735 5.001937 3.786812 -0.015354 5.055549 -0.000371 0.000880 0.000000 0.000000 0.000000 0.000000 
